name,label
"Molina Healthcare, Inc.","{""Access_And_Affordability"": 54, ""Systemic_Risk_Management"": 70, ""Management_Of_Legal_And_Regulatory_Framework"": 188, ""Business_Model_Resilience"": 10, ""Employee_Health_And_Safety"": 2, ""Data_Security"": 17, ""Employee_Engagement_Inclusion_And_Diversity"": 9, ""Business_Ethics"": 16, ""Competitive_Behavior"": 13, ""Selling_Practices_And_Product_Labeling"": 1, ""Product_Design_And_Lifecycle_Management"": 1, ""Critical_Incident_Risk_Management"": 5, ""Customer_Welfare"": 2, ""Energy_Management"": 5, ""Customer_Privacy"": 4, ""Supply_Chain_Management"": 1, ""Human_Rights_And_Community_Relations"": 1, ""Physical_Impacts_Of_Climate_Change"": 2, ""Labor_Practices"": 2, ""Director_Removal"": 1}"
Molson Coors Beverage Company Class B,"{""Management_Of_Legal_And_Regulatory_Framework"": 245, ""Business_Ethics"": 20, ""Director_Removal"": 9, ""Competitive_Behavior"": 57, ""Systemic_Risk_Management"": 130, ""Business_Model_Resilience"": 23, ""Supply_Chain_Management"": 12, ""Physical_Impacts_Of_Climate_Change"": 8, ""Product_Design_And_Lifecycle_Management"": 38, ""Customer_Welfare"": 17, ""Access_And_Affordability"": 1, ""Selling_Practices_And_Product_Labeling"": 8, ""Water_And_Wastewater_Management"": 5, ""Human_Rights_And_Community_Relations"": 3, ""Employee_Engagement_Inclusion_And_Diversity"": 8, ""Labor_Practices"": 16, ""Employee_Health_And_Safety"": 2, ""Data_Security"": 9, ""Customer_Privacy"": 1, ""Product_Quality_And_Safety"": 1, ""Waste_And_Hazardous_Materials_Management"": 5, ""Energy_Management"": 2, ""Critical_Incident_Risk_Management"": 1}"
"Mondelez International, Inc. Class A","{""Management_Of_Legal_And_Regulatory_Framework"": 391, ""Systemic_Risk_Management"": 153, ""Director_Removal"": 16, ""Product_Design_And_Lifecycle_Management"": 25, ""Customer_Welfare"": 17, ""Employee_Engagement_Inclusion_And_Diversity"": 12, ""Supply_Chain_Management"": 9, ""Business_Model_Resilience"": 23, ""Selling_Practices_And_Product_Labeling"": 11, ""Competitive_Behavior"": 57, ""Physical_Impacts_Of_Climate_Change"": 1, ""Labor_Practices"": 46, ""Business_Ethics"": 32, ""Data_Security"": 9, ""Product_Quality_And_Safety"": 1, ""Energy_Management"": 2, ""Access_And_Affordability"": 1, ""Employee_Health_And_Safety"": 6, ""Customer_Privacy"": 35}"
"Monolithic Power Systems, Inc.","{""Management_Of_Legal_And_Regulatory_Framework"": 109, ""Director_Removal"": 9, ""Business_Ethics"": 16, ""Product_Design_And_Lifecycle_Management"": 70, ""Systemic_Risk_Management"": 52, ""Competitive_Behavior"": 37, ""Business_Model_Resilience"": 7, ""Energy_Management"": 5, ""Waste_And_Hazardous_Materials_Management"": 1, ""Labor_Practices"": 9, ""Employee_Health_And_Safety"": 2, ""Supply_Chain_Management"": 6, ""Data_Security"": 8, ""Customer_Privacy"": 3, ""Physical_Impacts_Of_Climate_Change"": 3, ""Employee_Engagement_Inclusion_And_Diversity"": 3, ""Critical_Incident_Risk_Management"": 1, ""Product_Quality_And_Safety"": 1}"
Monster Beverage Corporation,"{""Customer_Welfare"": 51, ""Management_Of_Legal_And_Regulatory_Framework"": 118, ""Customer_Privacy"": 3, ""Business_Ethics"": 16, ""Systemic_Risk_Management"": 68, ""Product_Design_And_Lifecycle_Management"": 48, ""Energy_Management"": 5, ""Selling_Practices_And_Product_Labeling"": 58, ""Competitive_Behavior"": 51, ""Employee_Engagement_Inclusion_And_Diversity"": 4, ""Employee_Health_And_Safety"": 1, ""Business_Model_Resilience"": 11, ""Director_Removal"": 10, ""Supply_Chain_Management"": 3, ""Physical_Impacts_Of_Climate_Change"": 4, ""Product_Quality_And_Safety"": 1, ""Human_Rights_And_Community_Relations"": 1, ""Labor_Practices"": 9, ""Data_Security"": 6}"
"Stanley Black & Decker, Inc.","{""Competitive_Behavior"": 53, ""Systemic_Risk_Management"": 359, ""Management_Of_Legal_And_Regulatory_Framework"": 295, ""Business_Model_Resilience"": 15, ""Business_Ethics"": 47, ""Employee_Engagement_Inclusion_And_Diversity"": 11, ""Product_Quality_And_Safety"": 1, ""Customer_Privacy"": 1, ""Data_Security"": 15, ""Labor_Practices"": 11, ""Employee_Health_And_Safety"": 1, ""Director_Removal"": 8, ""Supply_Chain_Management"": 2, ""Physical_Impacts_Of_Climate_Change"": 8, ""Product_Design_And_Lifecycle_Management"": 1}"
"Motorola Solutions, Inc.","{""Management_Of_Legal_And_Regulatory_Framework"": 182, ""Customer_Privacy"": 4, ""Systemic_Risk_Management"": 78, ""Product_Design_And_Lifecycle_Management"": 43, ""Physical_Impacts_Of_Climate_Change"": 10, ""Employee_Health_And_Safety"": 8, ""Data_Security"": 39, ""Critical_Incident_Risk_Management"": 22, ""Competitive_Behavior"": 44, ""Supply_Chain_Management"": 13, ""Employee_Engagement_Inclusion_And_Diversity"": 9, ""Labor_Practices"": 18, ""Business_Ethics"": 21, ""Business_Model_Resilience"": 16, ""Product_Quality_And_Safety"": 6, ""Director_Removal"": 7, ""Energy_Management"": 1}"
"Msci, Inc.","{""Management_Of_Legal_And_Regulatory_Framework"": 96, ""Business_Ethics"": 21, ""Systemic_Risk_Management"": 131, ""Physical_Impacts_Of_Climate_Change"": 12, ""Business_Model_Resilience"": 25, ""Data_Security"": 9, ""Employee_Engagement_Inclusion_And_Diversity"": 7, ""Director_Removal"": 2, ""Customer_Privacy"": 4, ""Employee_Health_And_Safety"": 2, ""Competitive_Behavior"": 29, ""Customer_Welfare"": 1, ""Product_Design_And_Lifecycle_Management"": 11, ""Labor_Practices"": 4}"
"Netapp, Inc","{""Management_Of_Legal_And_Regulatory_Framework"": 142, ""Systemic_Risk_Management"": 86, ""Director_Removal"": 9, ""Business_Ethics"": 20, ""Business_Model_Resilience"": 20, ""Product_Design_And_Lifecycle_Management"": 52, ""Data_Security"": 34, ""Competitive_Behavior"": 39, ""GHG_Emissions"": 3, ""Physical_Impacts_Of_Climate_Change"": 2, ""Product_Quality_And_Safety"": 3, ""Energy_Management"": 2, ""Employee_Engagement_Inclusion_And_Diversity"": 4, ""Labor_Practices"": 7, ""Access_And_Affordability"": 1, ""Employee_Health_And_Safety"": 1, ""Supply_Chain_Management"": 5, ""Customer_Privacy"": 3, ""Selling_Practices_And_Product_Labeling"": 1, ""Critical_Incident_Risk_Management"": 1}"
"Uber Technologies, Inc.","{""Management_Of_Legal_And_Regulatory_Framework"": 11, ""Business_Model_Resilience"": 15, ""Business_Ethics"": 3, ""Systemic_Risk_Management"": 19, ""Competitive_Behavior"": 3, ""Employee_Engagement_Inclusion_And_Diversity"": 8, ""Physical_Impacts_Of_Climate_Change"": 7, ""Product_Design_And_Lifecycle_Management"": 2, ""Labor_Practices"": 1, ""Director_Removal"": 2, ""Access_And_Affordability"": 1}"
Newmont Corporation,"{""Business_Model_Resilience"": 54, ""Systemic_Risk_Management"": 147, ""Management_Of_Legal_And_Regulatory_Framework"": 290, ""Employee_Health_And_Safety"": 20, ""Human_Rights_And_Community_Relations"": 24, ""GHG_Emissions"": 9, ""Employee_Engagement_Inclusion_And_Diversity"": 11, ""Supply_Chain_Management"": 41, ""Waste_And_Hazardous_Materials_Management"": 24, ""Physical_Impacts_Of_Climate_Change"": 15, ""Product_Design_And_Lifecycle_Management"": 13, ""Competitive_Behavior"": 82, ""Customer_Welfare"": 3, ""Business_Ethics"": 23, ""Water_And_Wastewater_Management"": 29, ""Ecological_Impacts"": 44, ""Labor_Practices"": 14, ""Critical_Incident_Risk_Management"": 16, ""Data_Security"": 3, ""Energy_Management"": 11, ""Director_Removal"": 5, ""Access_And_Affordability"": 3, ""Product_Quality_And_Safety"": 1, ""Selling_Practices_And_Product_Labeling"": 2, ""Customer_Privacy"": 1}"
Nisource Inc.,"{""Product_Design_And_Lifecycle_Management"": 2, ""Employee_Health_And_Safety"": 14, ""GHG_Emissions"": 31, ""Management_Of_Legal_And_Regulatory_Framework"": 206, ""Employee_Engagement_Inclusion_And_Diversity"": 21, ""Energy_Management"": 35, ""Business_Model_Resilience"": 11, ""Systemic_Risk_Management"": 117, ""Critical_Incident_Risk_Management"": 10, ""Human_Rights_And_Community_Relations"": 3, ""Waste_And_Hazardous_Materials_Management"": 2, ""Customer_Privacy"": 2, ""Access_And_Affordability"": 3, ""Competitive_Behavior"": 30, ""Business_Ethics"": 12, ""Physical_Impacts_Of_Climate_Change"": 7, ""Director_Removal"": 7, ""Supply_Chain_Management"": 7, ""Labor_Practices"": 9, ""Data_Security"": 8, ""Air_Quality"": 2}"
Nordson Corp,"{""Business_Model_Resilience"": 12, ""Product_Design_And_Lifecycle_Management"": 37, ""Employee_Engagement_Inclusion_And_Diversity"": 7, ""Management_Of_Legal_And_Regulatory_Framework"": 123, ""Business_Ethics"": 18, ""Systemic_Risk_Management"": 74, ""Human_Rights_And_Community_Relations"": 1, ""Supply_Chain_Management"": 6, ""Customer_Privacy"": 3, ""Competitive_Behavior"": 27, ""Data_Security"": 5, ""Waste_And_Hazardous_Materials_Management"": 1, ""Labor_Practices"": 10, ""Physical_Impacts_Of_Climate_Change"": 2, ""Director_Removal"": 12, ""Energy_Management"": 1, ""Critical_Incident_Risk_Management"": 1}"
Norfolk Southern Corp.,"{""Systemic_Risk_Management"": 39, ""Product_Design_And_Lifecycle_Management"": 5, ""Business_Model_Resilience"": 14, ""Director_Removal"": 10, ""Business_Ethics"": 15, ""Product_Quality_And_Safety"": 1, ""Employee_Engagement_Inclusion_And_Diversity"": 9, ""Management_Of_Legal_And_Regulatory_Framework"": 122, ""Energy_Management"": 6, ""Competitive_Behavior"": 15, ""Ecological_Impacts"": 1, ""Labor_Practices"": 16, ""Employee_Health_And_Safety"": 11, ""Data_Security"": 5, ""Waste_And_Hazardous_Materials_Management"": 4, ""Critical_Incident_Risk_Management"": 2, ""Air_Quality"": 1, ""Physical_Impacts_Of_Climate_Change"": 2, ""Supply_Chain_Management"": 8, ""GHG_Emissions"": 1}"
Northrop Grumman Corp.,"{""Business_Model_Resilience"": 30, ""Product_Design_And_Lifecycle_Management"": 25, ""Employee_Engagement_Inclusion_And_Diversity"": 10, ""Supply_Chain_Management"": 16, ""Data_Security"": 10, ""Management_Of_Legal_And_Regulatory_Framework"": 192, ""Systemic_Risk_Management"": 67, ""Business_Ethics"": 22, ""Critical_Incident_Risk_Management"": 9, ""Air_Quality"": 2, ""Competitive_Behavior"": 28, ""Human_Rights_And_Community_Relations"": 1, ""Employee_Health_And_Safety"": 10, ""Director_Removal"": 7, ""Physical_Impacts_Of_Climate_Change"": 6, ""Labor_Practices"": 6, ""GHG_Emissions"": 2, ""Waste_And_Hazardous_Materials_Management"": 1, ""Customer_Privacy"": 1, ""Energy_Management"": 5, ""Ecological_Impacts"": 1}"
Norwegian Cruise Line Holdings Ltd.s,"{""Employee_Engagement_Inclusion_And_Diversity"": 17, ""Product_Design_And_Lifecycle_Management"": 23, ""GHG_Emissions"": 8, ""Supply_Chain_Management"": 4, ""Employee_Health_And_Safety"": 21, ""Energy_Management"": 20, ""Human_Rights_And_Community_Relations"": 3, ""Ecological_Impacts"": 6, ""Business_Model_Resilience"": 21, ""Management_Of_Legal_And_Regulatory_Framework"": 247, ""Business_Ethics"": 13, ""Systemic_Risk_Management"": 111, ""Critical_Incident_Risk_Management"": 3, ""Data_Security"": 6, ""Customer_Welfare"": 4, ""Competitive_Behavior"": 17, ""Selling_Practices_And_Product_Labeling"": 1, ""Physical_Impacts_Of_Climate_Change"": 6, ""Air_Quality"": 4, ""Water_And_Wastewater_Management"": 2, ""Waste_And_Hazardous_Materials_Management"": 2, ""Product_Quality_And_Safety"": 1, ""Labor_Practices"": 7, ""Access_And_Affordability"": 1, ""Director_Removal"": 6, ""Customer_Privacy"": 2}"
Nucor Corporation,"{""Product_Design_And_Lifecycle_Management"": 86, ""Systemic_Risk_Management"": 79, ""Management_Of_Legal_And_Regulatory_Framework"": 105, ""Competitive_Behavior"": 33, ""GHG_Emissions"": 20, ""Supply_Chain_Management"": 10, ""Employee_Health_And_Safety"": 7, ""Business_Model_Resilience"": 12, ""Energy_Management"": 14, ""Director_Removal"": 10, ""Waste_And_Hazardous_Materials_Management"": 19, ""Business_Ethics"": 13, ""Air_Quality"": 2, ""Human_Rights_And_Community_Relations"": 1, ""Labor_Practices"": 9, ""Employee_Engagement_Inclusion_And_Diversity"": 5, ""Physical_Impacts_Of_Climate_Change"": 2, ""Product_Quality_And_Safety"": 1, ""Data_Security"": 3, ""Customer_Welfare"": 1}"
Nvidia Corp,"{""Data_Security"": 32, ""Competitive_Behavior"": 62, ""Supply_Chain_Management"": 12, ""Energy_Management"": 12, ""Employee_Health_And_Safety"": 3, ""Product_Design_And_Lifecycle_Management"": 64, ""Business_Model_Resilience"": 31, ""Management_Of_Legal_And_Regulatory_Framework"": 187, ""Director_Removal"": 57, ""Labor_Practices"": 36, ""Systemic_Risk_Management"": 71, ""Employee_Engagement_Inclusion_And_Diversity"": 36, ""Customer_Welfare"": 2, ""Business_Ethics"": 23, ""Physical_Impacts_Of_Climate_Change"": 7, ""Human_Rights_And_Community_Relations"": 2, ""Customer_Privacy"": 9, ""Product_Quality_And_Safety"": 1, ""Critical_Incident_Risk_Management"": 1}"
"Nvr, Inc.","{""Management_Of_Legal_And_Regulatory_Framework"": 111, ""Business_Ethics"": 20, ""Systemic_Risk_Management"": 64, ""Business_Model_Resilience"": 8, ""Product_Design_And_Lifecycle_Management"": 7, ""Competitive_Behavior"": 42, ""Supply_Chain_Management"": 6, ""Employee_Engagement_Inclusion_And_Diversity"": 3, ""Director_Removal"": 4, ""Labor_Practices"": 4, ""Customer_Privacy"": 1, ""Data_Security"": 2, ""Ecological_Impacts"": 3, ""Energy_Management"": 3, ""Product_Quality_And_Safety"": 2}"
Texas Instruments Incorporated,"{""Customer_Privacy"": 3, ""Management_Of_Legal_And_Regulatory_Framework"": 294, ""Business_Model_Resilience"": 12, ""Systemic_Risk_Management"": 233, ""Competitive_Behavior"": 25, ""Employee_Engagement_Inclusion_And_Diversity"": 1, ""Business_Ethics"": 30, ""Waste_And_Hazardous_Materials_Management"": 3, ""Critical_Incident_Risk_Management"": 5, ""Employee_Health_And_Safety"": 1, ""Physical_Impacts_Of_Climate_Change"": 2, ""Data_Security"": 2, ""Product_Design_And_Lifecycle_Management"": 2, ""Director_Removal"": 8, ""Labor_Practices"": 7, ""Energy_Management"": 2}"
Target Corporation,"{""Systemic_Risk_Management"": 43, ""Business_Model_Resilience"": 9, ""Competitive_Behavior"": 20, ""Product_Design_And_Lifecycle_Management"": 18, ""Management_Of_Legal_And_Regulatory_Framework"": 80, ""Business_Ethics"": 11, ""Employee_Engagement_Inclusion_And_Diversity"": 6, ""Employee_Health_And_Safety"": 1, ""Director_Removal"": 6, ""Supply_Chain_Management"": 7, ""Data_Security"": 5, ""Physical_Impacts_Of_Climate_Change"": 3, ""Labor_Practices"": 8, ""Product_Quality_And_Safety"": 3, ""Customer_Welfare"": 1}"
Teledyne Technologies Incorporated,"{""Systemic_Risk_Management"": 89, ""Product_Design_And_Lifecycle_Management"": 29, ""Supply_Chain_Management"": 9, ""Data_Security"": 6, ""Employee_Health_And_Safety"": 4, ""Business_Model_Resilience"": 18, ""Director_Removal"": 3, ""Management_Of_Legal_And_Regulatory_Framework"": 128, ""Competitive_Behavior"": 53, ""Energy_Management"": 3, ""Water_And_Wastewater_Management"": 2, ""Product_Quality_And_Safety"": 3, ""Physical_Impacts_Of_Climate_Change"": 6, ""GHG_Emissions"": 5, ""Employee_Engagement_Inclusion_And_Diversity"": 6, ""Business_Ethics"": 20, ""Waste_And_Hazardous_Materials_Management"": 1, ""Critical_Incident_Risk_Management"": 2, ""Labor_Practices"": 2}"
Teleflex Incorporated,"{""Product_Design_And_Lifecycle_Management"": 57, ""Employee_Engagement_Inclusion_And_Diversity"": 12, ""Supply_Chain_Management"": 5, ""Human_Rights_And_Community_Relations"": 3, ""Business_Model_Resilience"": 21, ""Customer_Welfare"": 2, ""Access_And_Affordability"": 6, ""Employee_Health_And_Safety"": 9, ""Business_Ethics"": 26, ""Product_Quality_And_Safety"": 15, ""Management_Of_Legal_And_Regulatory_Framework"": 164, ""Director_Removal"": 6, ""Selling_Practices_And_Product_Labeling"": 3, ""Competitive_Behavior"": 23, ""Labor_Practices"": 6, ""Waste_And_Hazardous_Materials_Management"": 3, ""Critical_Incident_Risk_Management"": 3, ""Systemic_Risk_Management"": 75, ""Air_Quality"": 2, ""Data_Security"": 3, ""Physical_Impacts_Of_Climate_Change"": 1, ""Energy_Management"": 2, ""Customer_Privacy"": 1}"
"Teradyne, Inc.","{""Management_Of_Legal_And_Regulatory_Framework"": 152, ""Business_Ethics"": 12, ""Systemic_Risk_Management"": 81, ""Product_Design_And_Lifecycle_Management"": 58, ""Business_Model_Resilience"": 9, ""Competitive_Behavior"": 35, ""Energy_Management"": 2, ""Employee_Health_And_Safety"": 4, ""Labor_Practices"": 9, ""Employee_Engagement_Inclusion_And_Diversity"": 9, ""Director_Removal"": 17, ""Product_Quality_And_Safety"": 3, ""Physical_Impacts_Of_Climate_Change"": 2, ""Data_Security"": 5, ""Water_And_Wastewater_Management"": 1, ""Waste_And_Hazardous_Materials_Management"": 1, ""Supply_Chain_Management"": 5, ""Ecological_Impacts"": 1}"
"Tesla, Inc.","{""Management_Of_Legal_And_Regulatory_Framework"": 447, ""Systemic_Risk_Management"": 95, ""Director_Removal"": 9, ""Business_Ethics"": 37, ""Business_Model_Resilience"": 12, ""Product_Design_And_Lifecycle_Management"": 75, ""Employee_Health_And_Safety"": 6, ""Energy_Management"": 70, ""Data_Security"": 7, ""Air_Quality"": 3, ""Product_Quality_And_Safety"": 8, ""Competitive_Behavior"": 111, ""Supply_Chain_Management"": 10, ""Employee_Engagement_Inclusion_And_Diversity"": 4, ""Critical_Incident_Risk_Management"": 3, ""Customer_Privacy"": 14, ""Labor_Practices"": 8, ""Selling_Practices_And_Product_Labeling"": 1}"
"Textron, Inc.","{""Critical_Incident_Risk_Management"": 8, ""Product_Design_And_Lifecycle_Management"": 43, ""Systemic_Risk_Management"": 81, ""Management_Of_Legal_And_Regulatory_Framework"": 127, ""Air_Quality"": 2, ""Director_Removal"": 4, ""Business_Model_Resilience"": 11, ""Business_Ethics"": 23, ""Competitive_Behavior"": 60, ""Energy_Management"": 2, ""Product_Quality_And_Safety"": 3, ""Labor_Practices"": 10, ""Employee_Engagement_Inclusion_And_Diversity"": 8, ""Employee_Health_And_Safety"": 2, ""Ecological_Impacts"": 3, ""Data_Security"": 1, ""Supply_Chain_Management"": 4, ""Selling_Practices_And_Product_Labeling"": 1, ""Physical_Impacts_Of_Climate_Change"": 2, ""Customer_Welfare"": 1, ""Access_And_Affordability"": 2, ""Waste_And_Hazardous_Materials_Management"": 1}"
Te Connectivity Ltd,"{""Management_Of_Legal_And_Regulatory_Framework"": 156, ""Customer_Privacy"": 1, ""Business_Model_Resilience"": 21, ""Systemic_Risk_Management"": 53, ""Product_Design_And_Lifecycle_Management"": 26, ""Supply_Chain_Management"": 5, ""Competitive_Behavior"": 26, ""Employee_Engagement_Inclusion_And_Diversity"": 8, ""Employee_Health_And_Safety"": 3, ""Waste_And_Hazardous_Materials_Management"": 3, ""GHG_Emissions"": 2, ""Physical_Impacts_Of_Climate_Change"": 1, ""Customer_Welfare"": 2, ""Business_Ethics"": 18, ""Energy_Management"": 1, ""Labor_Practices"": 8, ""Ecological_Impacts"": 1, ""Director_Removal"": 18}"
"Thermo Fisher Scientific, Inc.","{""Product_Design_And_Lifecycle_Management"": 19, ""Business_Model_Resilience"": 15, ""Management_Of_Legal_And_Regulatory_Framework"": 130, ""Access_And_Affordability"": 4, ""Customer_Welfare"": 11, ""Supply_Chain_Management"": 4, ""GHG_Emissions"": 1, ""Physical_Impacts_Of_Climate_Change"": 1, ""Employee_Engagement_Inclusion_And_Diversity"": 9, ""Water_And_Wastewater_Management"": 3, ""Competitive_Behavior"": 33, ""Systemic_Risk_Management"": 82, ""Director_Removal"": 5, ""Business_Ethics"": 18, ""Product_Quality_And_Safety"": 3, ""Data_Security"": 3, ""Selling_Practices_And_Product_Labeling"": 1, ""Energy_Management"": 2, ""Employee_Health_And_Safety"": 2, ""Labor_Practices"": 1, ""Waste_And_Hazardous_Materials_Management"": 1}"
Aes Corporation,"{""Energy_Management"": 115, ""Business_Model_Resilience"": 19, ""Management_Of_Legal_And_Regulatory_Framework"": 375, ""Supply_Chain_Management"": 8, ""Systemic_Risk_Management"": 213, ""Business_Ethics"": 21, ""Air_Quality"": 21, ""GHG_Emissions"": 27, ""Water_And_Wastewater_Management"": 9, ""Data_Security"": 4, ""Competitive_Behavior"": 63, ""Physical_Impacts_Of_Climate_Change"": 9, ""Critical_Incident_Risk_Management"": 2, ""Ecological_Impacts"": 6, ""Waste_And_Hazardous_Materials_Management"": 4, ""Employee_Health_And_Safety"": 6, ""Employee_Engagement_Inclusion_And_Diversity"": 2, ""Labor_Practices"": 4, ""Product_Design_And_Lifecycle_Management"": 4, ""Customer_Privacy"": 2, ""Director_Removal"": 5}"
Clorox Company,"{""Business_Model_Resilience"": 14, ""Product_Design_And_Lifecycle_Management"": 17, ""Supply_Chain_Management"": 6, ""Employee_Health_And_Safety"": 8, ""Energy_Management"": 4, ""GHG_Emissions"": 18, ""Human_Rights_And_Community_Relations"": 6, ""Customer_Welfare"": 3, ""Waste_And_Hazardous_Materials_Management"": 7, ""Systemic_Risk_Management"": 13, ""Competitive_Behavior"": 7, ""Management_Of_Legal_And_Regulatory_Framework"": 30, ""Customer_Privacy"": 1, ""Selling_Practices_And_Product_Labeling"": 2, ""Water_And_Wastewater_Management"": 5, ""Product_Quality_And_Safety"": 3, ""Employee_Engagement_Inclusion_And_Diversity"": 16, ""Critical_Incident_Risk_Management"": 2, ""Director_Removal"": 2, ""Business_Ethics"": 2, ""Air_Quality"": 1, ""Access_And_Affordability"": 3, ""Physical_Impacts_Of_Climate_Change"": 8, ""Labor_Practices"": 4}"
The Kraft Heinz Company,"{""Management_Of_Legal_And_Regulatory_Framework"": 194, ""Systemic_Risk_Management"": 131, ""Business_Ethics"": 26, ""Product_Design_And_Lifecycle_Management"": 30, ""Competitive_Behavior"": 72, ""Supply_Chain_Management"": 9, ""Customer_Welfare"": 8, ""Selling_Practices_And_Product_Labeling"": 8, ""Product_Quality_And_Safety"": 3, ""Ecological_Impacts"": 1, ""Human_Rights_And_Community_Relations"": 1, ""Employee_Engagement_Inclusion_And_Diversity"": 8, ""Employee_Health_And_Safety"": 4, ""Director_Removal"": 3, ""Business_Model_Resilience"": 18, ""Physical_Impacts_Of_Climate_Change"": 3, ""Data_Security"": 6, ""Customer_Privacy"": 2, ""Labor_Practices"": 5, ""Energy_Management"": 1}"
The Kroger Co.,"{""Customer_Welfare"": 20, ""Business_Model_Resilience"": 35, ""Competitive_Behavior"": 58, ""Employee_Engagement_Inclusion_And_Diversity"": 53, ""Access_And_Affordability"": 6, ""Labor_Practices"": 61, ""Product_Design_And_Lifecycle_Management"": 31, ""Human_Rights_And_Community_Relations"": 5, ""Waste_And_Hazardous_Materials_Management"": 15, ""Systemic_Risk_Management"": 82, ""Management_Of_Legal_And_Regulatory_Framework"": 225, ""Director_Removal"": 51, ""Business_Ethics"": 28, ""GHG_Emissions"": 4, ""Supply_Chain_Management"": 9, ""Ecological_Impacts"": 1, ""Data_Security"": 12, ""Employee_Health_And_Safety"": 3, ""Product_Quality_And_Safety"": 5, ""Customer_Privacy"": 4, ""Energy_Management"": 11, ""Physical_Impacts_Of_Climate_Change"": 9, ""Selling_Practices_And_Product_Labeling"": 1}"
Williams Companies Inc.,"{""Product_Design_And_Lifecycle_Management"": 47, ""Business_Model_Resilience"": 31, ""Supply_Chain_Management"": 11, ""Business_Ethics"": 22, ""Employee_Engagement_Inclusion_And_Diversity"": 11, ""Director_Removal"": 8, ""Systemic_Risk_Management"": 76, ""Waste_And_Hazardous_Materials_Management"": 6, ""Competitive_Behavior"": 22, ""Air_Quality"": 1, ""Customer_Welfare"": 3, ""Management_Of_Legal_And_Regulatory_Framework"": 162, ""Employee_Health_And_Safety"": 9, ""Labor_Practices"": 8, ""Physical_Impacts_Of_Climate_Change"": 5, ""Data_Security"": 6, ""Critical_Incident_Risk_Management"": 4, ""Product_Quality_And_Safety"": 8, ""Energy_Management"": 4, ""Ecological_Impacts"": 3, ""Water_And_Wastewater_Management"": 1}"
"Tjx Companies, Inc.","{""Product_Design_And_Lifecycle_Management"": 33, ""Business_Model_Resilience"": 18, ""Customer_Welfare"": 5, ""Systemic_Risk_Management"": 58, ""Human_Rights_And_Community_Relations"": 2, ""Management_Of_Legal_And_Regulatory_Framework"": 127, ""Director_Removal"": 7, ""Employee_Health_And_Safety"": 2, ""Business_Ethics"": 14, ""Competitive_Behavior"": 34, ""Labor_Practices"": 10, ""Employee_Engagement_Inclusion_And_Diversity"": 9, ""Supply_Chain_Management"": 5, ""Physical_Impacts_Of_Climate_Change"": 2, ""Product_Quality_And_Safety"": 6, ""Data_Security"": 6, ""Critical_Incident_Risk_Management"": 2}"
Tractor Supply Co,"{""Product_Design_And_Lifecycle_Management"": 57, ""Employee_Engagement_Inclusion_And_Diversity"": 6, ""Business_Model_Resilience"": 20, ""Supply_Chain_Management"": 20, ""Water_And_Wastewater_Management"": 1, ""Access_And_Affordability"": 1, ""Management_Of_Legal_And_Regulatory_Framework"": 104, ""Employee_Health_And_Safety"": 3, ""Business_Ethics"": 11, ""Customer_Privacy"": 2, ""Systemic_Risk_Management"": 73, ""Customer_Welfare"": 5, ""Competitive_Behavior"": 31, ""Energy_Management"": 5, ""Human_Rights_And_Community_Relations"": 1, ""Data_Security"": 11, ""Labor_Practices"": 17, ""GHG_Emissions"": 2, ""Physical_Impacts_Of_Climate_Change"": 5, ""Director_Removal"": 6, ""Product_Quality_And_Safety"": 2, ""Waste_And_Hazardous_Materials_Management"": 1}"
Trane Technologies Plc,"{""Business_Model_Resilience"": 32, ""Access_And_Affordability"": 2, ""Waste_And_Hazardous_Materials_Management"": 4, ""GHG_Emissions"": 6, ""Employee_Engagement_Inclusion_And_Diversity"": 38, ""Physical_Impacts_Of_Climate_Change"": 12, ""Systemic_Risk_Management"": 105, ""Human_Rights_And_Community_Relations"": 4, ""Product_Design_And_Lifecycle_Management"": 35, ""Employee_Health_And_Safety"": 15, ""Labor_Practices"": 51, ""Business_Ethics"": 31, ""Management_Of_Legal_And_Regulatory_Framework"": 279, ""Director_Removal"": 55, ""Water_And_Wastewater_Management"": 1, ""Energy_Management"": 12, ""Competitive_Behavior"": 55, ""Data_Security"": 10, ""Supply_Chain_Management"": 8, ""Air_Quality"": 1, ""Customer_Privacy"": 1, ""Ecological_Impacts"": 3, ""Critical_Incident_Risk_Management"": 1, ""Product_Quality_And_Safety"": 1}"
Transdigm Group Incorporated,"{""Management_Of_Legal_And_Regulatory_Framework"": 194, ""Business_Ethics"": 17, ""Business_Model_Resilience"": 53, ""Systemic_Risk_Management"": 93, ""Product_Design_And_Lifecycle_Management"": 53, ""Competitive_Behavior"": 34, ""Product_Quality_And_Safety"": 2, ""Supply_Chain_Management"": 20, ""Air_Quality"": 3, ""Waste_And_Hazardous_Materials_Management"": 3, ""Physical_Impacts_Of_Climate_Change"": 4, ""Labor_Practices"": 8, ""Employee_Engagement_Inclusion_And_Diversity"": 10, ""Employee_Health_And_Safety"": 3, ""Critical_Incident_Risk_Management"": 3, ""GHG_Emissions"": 2, ""Data_Security"": 3, ""Ecological_Impacts"": 2, ""Customer_Privacy"": 1, ""Energy_Management"": 4, ""Customer_Welfare"": 1, ""Director_Removal"": 4}"
